fecha,id_camion,tipo_camion,id_chofer,nombre_chofer,viajes,tierra_transportada,combustible,litros_cargados
2023-01-18,Art-18,Articulado,CH-13,Chofer 13,3,37.98,643.25,613.77
2023-01-18,Vol-15,Volquete Grande,CH-25,Chofer 25,2,19.13,319.08,328.72
2023-01-18,Vol-02,Volquete Pequeño,CH-03,Chofer 3,5,32.35,375.95,386.28
2023-01-18,Art-17,Articulado,CH-07,Chofer 7,3,30.47,565.16,560.2
2023-01-18,Art-16,Articulado,CH-05,Chofer 5,2,17.54,323.35,309.84
2023-01-18,Vol-06,Volquete Mediano,CH-17,Chofer 17,4,29.83,531.69,538.32
2023-01-18,Vol-13,Volquete Grande,CH-02,Chofer 2,2,17.33,355.18,354.41
2023-01-18,Vol-05,Volquete Pequeño,CH-18,Chofer 18,4,22.98,272.03,271.33
2023-01-18,Art-19,Articulado,CH-02,Chofer 2,3,32.05,674.82,685.38
2023-01-18,Vol-14,Volquete Grande,CH-11,Chofer 11,4,28.41,506.59,511.59
2023-01-19,Vol-06,Volquete Mediano,CH-13,Chofer 13,4,31.25,394.34,387.25
2023-01-19,Vol-11,Volquete Grande,CH-22,Chofer 22,4,38.07,704.97,672.77
2023-01-19,Vol-02,Volquete Pequeño,CH-18,Chofer 18,5,27.51,474.42,473.87
2023-01-19,Vol-10,Volquete Mediano,CH-23,Chofer 23,3,26.54,393.52,395.19
2023-01-19,Art-17,Articulado,CH-01,Chofer 1,1,12.45,215.11,223.14
2023-01-19,Vol-04,Volquete Pequeño,CH-15,Chofer 15,5,33.16,389.41,376.2
2023-01-19,Vol-13,Volquete Grande,CH-16,Chofer 16,3,26.01,410.02,397.47
2023-01-19,Vol-09,Volquete Mediano,CH-10,Chofer 10,5,47.35,554.62,568.06
2023-01-19,Vol-07,Volquete Mediano,CH-14,Chofer 14,2,13.89,267.24,268.69
2023-01-19,Vol-15,Volquete Grande,CH-22,Chofer 22,3,25.43,511.19,528.2
2023-01-19,Vol-05,Volquete Pequeño,CH-14,Chofer 14,3,12.68,221.34,229.67
2023-01-19,Art-20,Articulado,CH-05,Chofer 5,1,7.97,190.83,193.57
2023-01-19,Vol-01,Volquete Pequeño,CH-10,Chofer 10,6,40.47,463.22,472.28
2023-01-19,Art-19,Articulado,CH-21,Chofer 21,3,31.21,520.05,503.48
2023-01-19,Vol-03,Volquete Pequeño,CH-13,Chofer 13,5,31.02,422.77,404.38
2023-01-20,Vol-11,Volquete Grande,CH-17,Chofer 17,2,18.86,250.63,243.63
2023-01-20,Vol-01,Volquete Pequeño,CH-15,Chofer 15,4,23.93,356.56,342.95
2023-01-20,Art-18,Articulado,CH-06,Chofer 6,4,52.67,879.11,900.21
2023-01-20,Vol-12,Volquete Grande,CH-16,Chofer 16,2,16.84,259.84,265.04
2023-01-20,Vol-09,Volquete Mediano,CH-22,Chofer 22,2,13.28,241.74,236.87
2023-01-20,Art-16,Articulado,CH-21,Chofer 21,2,23.4,396.94,394.37
2023-01-20,Art-19,Articulado,CH-05,Chofer 5,1,9.34,210.49,201.02
2023-01-20,Vol-07,Volquete Mediano,CH-07,Chofer 7,1,8.16,132.74,128.22
2023-01-20,Vol-05,Volquete Pequeño,CH-12,Chofer 12,4,19.88,352.18,357.7
2023-01-20,Vol-13,Volquete Grande,CH-04,Chofer 4,2,21.65,356.98,352.38
2023-01-20,Vol-10,Volquete Mediano,CH-10,Chofer 10,3,31.36,326.61,315.39
2023-01-20,Vol-08,Volquete Mediano,CH-04,Chofer 4,2,16.37,278.38,265.07
2023-01-20,Vol-06,Volquete Mediano,CH-24,Chofer 24,3,17.87,306.43,318.14
2023-01-20,Vol-03,Volquete Pequeño,CH-21,Chofer 21,5,29.48,436.93,457.96
2023-01-20,Vol-14,Volquete Grande,CH-18,Chofer 18,3,25.92,490.53,475.38
2023-01-20,Vol-15,Volquete Grande,CH-17,Chofer 17,3,26.75,422.91,406.59
2023-01-21,Vol-15,Volquete Grande,CH-02,Chofer 2,3,24.69,389.84,407.21
2023-01-21,Vol-03,Volquete Pequeño,CH-16,Chofer 16,3,15.0,236.18,242.06
2023-01-21,Art-20,Articulado,CH-12,Chofer 12,2,18.36,402.0,414.32
2023-01-21,Vol-05,Volquete Pequeño,CH-10,Chofer 10,3,21.3,244.31,250.62
2023-01-21,Vol-12,Volquete Grande,CH-20,Chofer 20,3,26.96,396.88,411.87
2023-01-21,Vol-11,Volquete Grande,CH-22,Chofer 22,2,18.91,307.22,314.92
2023-01-21,Art-16,Articulado,CH-17,Chofer 17,1,10.0,165.22,164.62
2023-01-21,Vol-06,Volquete Mediano,CH-08,Chofer 8,3,26.91,341.56,339.91
2023-01-21,Art-18,Articulado,CH-18,Chofer 18,1,11.68,195.29,189.34
2023-01-21,Vol-09,Volquete Mediano,CH-12,Chofer 12,2,15.77,247.45,250.78
2023-01-21,Art-19,Articulado,CH-23,Chofer 23,2,22.47,351.33,365.28
2023-01-21,Vol-02,Volquete Pequeño,CH-18,Chofer 18,5,31.71,370.68,383.92
2023-01-21,Vol-14,Volquete Grande,CH-03,Chofer 3,3,33.9,390.39,390.67
2023-01-21,Vol-13,Volquete Grande,CH-01,Chofer 1,3,36.24,507.67,498.18
2023-01-21,Vol-08,Volquete Mediano,CH-06,Chofer 6,3,27.64,411.39,395.66
2023-01-21,Art-17,Articulado,CH-11,Chofer 11,2,19.07,477.46,485.48
2023-01-22,Art-18,Articulado,CH-06,Chofer 6,2,24.99,370.3,369.23
2023-01-22,Vol-08,Volquete Mediano,CH-15,Chofer 15,3,23.89,405.97,421.39
2023-01-22,Vol-10,Volquete Mediano,CH-16,Chofer 16,4,27.34,542.59,520.92
2023-01-22,Vol-14,Volquete Grande,CH-21,Chofer 21,4,38.5,525.9,531.89
2023-01-22,Vol-07,Volquete Mediano,CH-23,Chofer 23,4,36.05,451.66,467.08
2023-01-22,Vol-11,Volquete Grande,CH-11,Chofer 11,2,15.74,328.72,315.78
2023-01-22,Vol-12,Volquete Grande,CH-03,Chofer 3,4,48.24,496.71,480.56
2023-01-22,Vol-15,Volquete Grande,CH-09,Chofer 9,3,22.23,424.87,406.54
2023-01-22,Art-17,Articulado,CH-25,Chofer 25,2,21.42,424.51,443.11
2023-01-22,Art-20,Articulado,CH-12,Chofer 12,2,18.35,463.82,470.81
2023-01-22,Vol-13,Volquete Grande,CH-06,Chofer 6,2,21.12,307.25,295.3
2023-01-22,Art-16,Articulado,CH-24,Chofer 24,1,8.18,170.31,168.82
2023-01-22,Art-19,Articulado,CH-14,Chofer 14,1,8.84,161.44,160.17
2023-01-22,Vol-01,Volquete Pequeño,CH-14,Chofer 14,3,15.25,220.05,229.09
2023-01-22,Vol-03,Volquete Pequeño,CH-10,Chofer 10,6,43.39,545.18,571.44
2023-01-22,Vol-09,Volquete Mediano,CH-14,Chofer 14,2,13.47,219.03,227.19
2023-01-22,Vol-05,Volquete Pequeño,CH-14,Chofer 14,4,17.16,271.39,259.68
2023-01-22,Vol-06,Volquete Mediano,CH-17,Chofer 17,2,15.85,220.53,216.12
2023-01-22,Vol-04,Volquete Pequeño,CH-09,Chofer 9,4,19.94,371.57,384.66
2023-01-23,Vol-15,Volquete Grande,CH-09,Chofer 9,3,25.12,518.22,521.94
2023-01-23,Vol-06,Volquete Mediano,CH-13,Chofer 13,4,34.68,399.78,416.2
2023-01-23,Vol-01,Volquete Pequeño,CH-14,Chofer 14,4,20.47,312.75,316.1
2023-01-23,Vol-07,Volquete Mediano,CH-19,Chofer 19,5,41.12,669.31,678.66
2023-01-23,Vol-13,Volquete Grande,CH-23,Chofer 23,2,19.88,298.52,303.06
2023-01-23,Vol-08,Volquete Mediano,CH-02,Chofer 2,3,22.39,356.1,373.33
2023-01-23,Vol-04,Volquete Pequeño,CH-08,Chofer 8,4,25.21,302.32,301.49
2023-01-23,Art-19,Articulado,CH-08,Chofer 8,2,22.2,395.14,393.19
2023-01-23,Vol-10,Volquete Mediano,CH-13,Chofer 13,3,26.85,328.42,318.8
2023-01-23,Vol-05,Volquete Pequeño,CH-13,Chofer 13,5,29.8,456.66,436.09
2023-01-23,Vol-02,Volquete Pequeño,CH-08,Chofer 8,6,36.73,482.43,472.47
2023-01-23,Vol-11,Volquete Grande,CH-09,Chofer 9,2,16.85,250.45,253.38
2023-01-23,Vol-03,Volquete Pequeño,CH-24,Chofer 24,4,17.87,259.8,264.35
2023-01-23,Vol-12,Volquete Grande,CH-14,Chofer 14,2,17.32,255.78,250.02
2023-01-23,Art-20,Articulado,CH-01,Chofer 1,4,51.3,854.7,834.03
2023-01-24,Art-18,Articulado,CH-01,Chofer 1,2,26.86,379.05,364.68
2023-01-24,Vol-03,Volquete Pequeño,CH-08,Chofer 8,5,28.93,376.76,393.41
2023-01-24,Vol-06,Volquete Mediano,CH-09,Chofer 9,3,21.61,415.88,419.98
2023-01-24,Vol-14,Volquete Grande,CH-14,Chofer 14,3,21.77,517.27,528.85
2023-01-24,Vol-02,Volquete Pequeño,CH-21,Chofer 21,5,31.97,330.63,331.75
2023-01-24,Vol-04,Volquete Pequeño,CH-08,Chofer 8,5,33.36,391.82,375.53
2023-01-24,Art-20,Articulado,CH-15,Chofer 15,3,28.56,509.52,512.51
2023-01-24,Art-19,Articulado,CH-25,Chofer 25,3,36.04,646.2,641.67
2023-01-24,Vol-15,Volquete Grande,CH-03,Chofer 3,5,48.61,762.76,790.35
2023-01-24,Art-17,Articulado,CH-12,Chofer 12,2,22.25,466.66,463.44
2023-01-24,Vol-11,Volquete Grande,CH-08,Chofer 8,4,44.86,482.95,476.68
2023-01-24,Vol-09,Volquete Mediano,CH-22,Chofer 22,4,27.11,416.04,413.15
2023-01-24,Vol-08,Volquete Mediano,CH-04,Chofer 4,5,38.38,662.86,692.46
2023-01-24,Vol-05,Volquete Pequeño,CH-19,Chofer 19,4,21.73,299.6,286.77
2023-01-24,Vol-10,Volquete Mediano,CH-11,Chofer 11,3,21.39,385.51,389.58
2023-01-24,Vol-12,Volquete Grande,CH-02,Chofer 2,3,27.44,378.95,366.34
2023-01-24,Vol-07,Volquete Mediano,CH-18,Chofer 18,5,46.71,486.61,486.87
2023-01-24,Vol-13,Volquete Grande,CH-11,Chofer 11,1,8.76,128.82,128.67
2023-01-24,Vol-01,Volquete Pequeño,CH-10,Chofer 10,4,29.79,270.87,283.22
2023-01-25,Art-20,Articulado,CH-22,Chofer 22,2,18.25,452.29,461.74
2023-01-25,Art-17,Articulado,CH-17,Chofer 17,2,21.38,428.38,417.03
2023-01-25,Vol-02,Volquete Pequeño,CH-11,Chofer 11,3,15.35,205.36,204.21
2023-01-25,Vol-07,Volquete Mediano,CH-15,Chofer 15,4,37.34,423.8,435.77
2023-01-25,Vol-10,Volquete Mediano,CH-03,Chofer 3,5,50.32,628.96,610.17
2023-01-25,Vol-14,Volquete Grande,CH-21,Chofer 21,4,34.16,684.61,699.05
2023-01-25,Vol-08,Volquete Mediano,CH-22,Chofer 22,3,22.67,413.28,398.01
2023-01-25,Vol-05,Volquete Pequeño,CH-11,Chofer 11,4,20.23,263.39,268.15
2023-01-25,Vol-12,Volquete Grande,CH-09,Chofer 9,2,18.86,298.01,308.84
2023-01-25,Art-19,Articulado,CH-23,Chofer 23,1,10.65,182.86,177.44
2023-01-25,Art-16,Articulado,CH-24,Chofer 24,3,27.25,566.94,579.74
2023-01-25,Art-18,Articulado,CH-21,Chofer 21,1,13.77,192.61,198.91
2023-01-25,Vol-11,Volquete Grande,CH-15,Chofer 15,3,27.3,379.67,393.11
2023-01-25,Vol-15,Volquete Grande,CH-17,Chofer 17,3,26.92,413.72,402.98
2023-01-25,Vol-13,Volquete Grande,CH-06,Chofer 6,4,44.36,487.33,505.46
2023-01-25,Vol-01,Volquete Pequeño,CH-10,Chofer 10,6,38.35,441.48,435.25
2023-01-25,Vol-09,Volquete Mediano,CH-02,Chofer 2,4,29.14,536.33,562.64
2023-01-25,Vol-04,Volquete Pequeño,CH-18,Chofer 18,4,27.25,362.04,354.61
2023-01-25,Vol-06,Volquete Mediano,CH-07,Chofer 7,3,21.56,297.94,283.21
2023-01-26,Vol-12,Volquete Grande,CH-02,Chofer 2,2,16.29,252.11,261.41
2023-01-26,Vol-11,Volquete Grande,CH-02,Chofer 2,3,28.72,487.28,465.36
2023-01-26,Vol-05,Volquete Pequeño,CH-02,Chofer 2,4,21.73,341.36,331.5
2023-01-26,Art-19,Articulado,CH-02,Chofer 2,3,33.16,577.22,600.67
2023-01-26,Vol-10,Volquete Mediano,CH-07,Chofer 7,3,21.93,320.55,325.05
2023-01-26,Vol-13,Volquete Grande,CH-21,Chofer 21,4,40.12,652.75,676.7
2023-01-26,Vol-14,Volquete Grande,CH-10,Chofer 10,3,31.48,472.46,452.23
2023-01-26,Art-17,Articulado,CH-18,Chofer 18,3,36.84,672.95,676.48
2023-01-26,Vol-06,Volquete Mediano,CH-04,Chofer 4,3,22.12,399.65,390.51
2023-01-26,Art-18,Articulado,CH-23,Chofer 23,2,22.8,384.39,369.12
2023-01-26,Art-16,Articulado,CH-17,Chofer 17,3,33.21,491.24,480.25
2023-01-26,Art-20,Articulado,CH-06,Chofer 6,2,20.95,374.46,390.95
2023-01-26,Vol-07,Volquete Mediano,CH-11,Chofer 11,4,33.56,408.95,411.6
2023-01-26,Vol-08,Volquete Mediano,CH-02,Chofer 2,4,33.74,467.29,486.45
2023-01-26,Vol-15,Volquete Grande,CH-16,Chofer 16,2,15.26,321.02,308.69
2023-01-26,Vol-02,Volquete Pequeño,CH-23,Chofer 23,2,11.55,173.05,164.47
2023-01-26,Vol-03,Volquete Pequeño,CH-23,Chofer 23,4,22.4,368.07,356.39
2023-01-26,Vol-04,Volquete Pequeño,CH-24,Chofer 24,3,12.77,267.06,270.9
2023-01-26,Vol-01,Volquete Pequeño,CH-10,Chofer 10,6,38.1,479.73,474.21
2023-01-27,Art-18,Articulado,CH-22,Chofer 22,2,22.12,417.24,408.7
2023-01-27,Vol-13,Volquete Grande,CH-24,Chofer 24,2,16.52,255.09,261.13
2023-01-27,Vol-06,Volquete Mediano,CH-06,Chofer 6,3,24.78,316.69,329.04
2023-01-27,Vol-08,Volquete Mediano,CH-11,Chofer 11,4,29.25,395.15,379.8
2023-01-27,Vol-01,Volquete Pequeño,CH-10,Chofer 10,4,28.62,286.96,298.76
2023-01-27,Vol-10,Volquete Mediano,CH-02,Chofer 2,3,20.92,305.91,303.27
2023-01-27,Vol-04,Volquete Pequeño,CH-25,Chofer 25,4,27.5,290.13,296.66
2023-01-27,Vol-11,Volquete Grande,CH-25,Chofer 25,4,43.62,604.57,615.3
2023-01-27,Vol-05,Volquete Pequeño,CH-20,Chofer 20,3,14.62,204.63,211.93
2023-01-27,Vol-02,Volquete Pequeño,CH-22,Chofer 22,4,18.19,354.58,365.47
2023-01-27,Art-17,Articulado,CH-02,Chofer 2,2,19.51,374.69,383.64
2023-01-27,Vol-07,Volquete Mediano,CH-07,Chofer 7,2,15.14,227.69,216.33
2023-01-27,Art-19,Articulado,CH-11,Chofer 11,2,21.03,428.09,430.1
2023-01-27,Vol-09,Volquete Mediano,CH-08,Chofer 8,6,52.86,800.75,797.38
2023-01-27,Vol-12,Volquete Grande,CH-22,Chofer 22,3,26.57,445.21,425.61
2023-01-28,Art-16,Articulado,CH-10,Chofer 10,3,38.25,546.3,572.61
2023-01-28,Vol-13,Volquete Grande,CH-08,Chofer 8,2,22.58,271.19,266.99
2023-01-28,Art-17,Articulado,CH-20,Chofer 20,3,29.02,654.0,656.53
2023-01-28,Vol-10,Volquete Mediano,CH-09,Chofer 9,4,31.9,479.48,466.55
2023-01-28,Vol-07,Volquete Mediano,CH-24,Chofer 24,3,18.29,425.94,427.21
2023-01-28,Vol-15,Volquete Grande,CH-15,Chofer 15,3,28.97,471.76,491.99
2023-01-28,Vol-14,Volquete Grande,CH-18,Chofer 18,3,28.16,392.46,390.83
2023-01-28,Vol-03,Volquete Pequeño,CH-03,Chofer 3,5,33.24,328.0,339.27
2023-01-28,Vol-01,Volquete Pequeño,CH-16,Chofer 16,3,15.24,242.61,239.99
2023-01-28,Art-18,Articulado,CH-12,Chofer 12,1,11.3,207.48,198.63
2023-01-28,Vol-06,Volquete Mediano,CH-22,Chofer 22,4,25.48,386.72,399.46
2023-01-28,Vol-12,Volquete Grande,CH-02,Chofer 2,2,19.72,356.05,352.23
2023-01-28,Vol-11,Volquete Grande,CH-10,Chofer 10,5,57.02,815.5,794.89
2023-01-28,Vol-02,Volquete Pequeño,CH-01,Chofer 1,7,48.8,619.04,641.03
2023-01-28,Art-20,Articulado,CH-12,Chofer 12,2,18.16,321.45,316.85
2023-01-28,Art-19,Articulado,CH-10,Chofer 10,2,25.87,449.32,438.26
2023-01-28,Vol-05,Volquete Pequeño,CH-25,Chofer 25,5,28.22,463.14,440.01
2023-01-28,Vol-09,Volquete Mediano,CH-04,Chofer 4,3,25.43,431.03,411.41
2023-01-29,Vol-06,Volquete Mediano,CH-01,Chofer 1,3,25.21,420.23,403.49
2023-01-29,Vol-14,Volquete Grande,CH-10,Chofer 10,4,39.02,709.52,684.55
2023-01-29,Vol-13,Volquete Grande,CH-24,Chofer 24,2,14.55,354.06,356.94
2023-01-29,Vol-12,Volquete Grande,CH-11,Chofer 11,1,8.38,170.38,164.31
2023-01-29,Art-16,Articulado,CH-07,Chofer 7,3,32.18,707.15,734.91
2023-01-29,Vol-08,Volquete Mediano,CH-21,Chofer 21,4,38.05,488.55,474.11
2023-01-29,Vol-09,Volquete Mediano,CH-08,Chofer 8,4,31.26,447.66,463.55
2023-01-29,Vol-05,Volquete Pequeño,CH-14,Chofer 14,4,17.86,359.79,371.88
2023-01-29,Vol-04,Volquete Pequeño,CH-04,Chofer 4,5,32.3,443.38,450.24
2023-01-29,Vol-02,Volquete Pequeño,CH-03,Chofer 3,3,18.39,219.84,229.32
2023-01-29,Vol-15,Volquete Grande,CH-21,Chofer 21,4,39.25,480.0,476.0
2023-01-29,Vol-10,Volquete Mediano,CH-22,Chofer 22,4,27.85,423.09,402.36
2023-01-29,Vol-11,Volquete Grande,CH-20,Chofer 20,2,16.94,240.18,245.69
2023-01-29,Art-20,Articulado,CH-12,Chofer 12,2,21.1,455.75,452.22
2023-01-29,Vol-01,Volquete Pequeño,CH-18,Chofer 18,4,26.83,360.71,351.79
2023-01-29,Art-19,Articulado,CH-19,Chofer 19,2,22.3,449.07,470.84
2023-01-29,Art-18,Articulado,CH-24,Chofer 24,1,9.4,203.4,196.27
2023-01-29,Vol-03,Volquete Pequeño,CH-16,Chofer 16,4,19.44,277.42,285.2
2023-01-29,Art-17,Articulado,CH-09,Chofer 9,1,9.16,210.27,209.89
2023-01-30,Art-17,Articulado,CH-07,Chofer 7,1,8.71,164.15,158.28
2023-01-30,Vol-08,Volquete Mediano,CH-06,Chofer 6,4,32.6,571.88,592.27
2023-01-30,Vol-11,Volquete Grande,CH-17,Chofer 17,3,31.24,449.33,443.96
2023-01-30,Art-19,Articulado,CH-15,Chofer 15,3,32.73,572.94,596.23
2023-01-30,Vol-10,Volquete Mediano,CH-17,Chofer 17,4,30.9,519.34,535.8
2023-01-30,Vol-12,Volquete Grande,CH-25,Chofer 25,3,30.14,457.33,454.11
2023-01-30,Vol-02,Volquete Pequeño,CH-05,Chofer 5,4,17.29,358.4,360.29
2023-01-30,Vol-07,Volquete Mediano,CH-12,Chofer 12,4,31.89,552.83,569.9
2023-01-30,Vol-13,Volquete Grande,CH-04,Chofer 4,2,21.77,300.18,287.3
2023-01-30,Vol-14,Volquete Grande,CH-14,Chofer 14,3,21.82,462.91,478.32
2023-01-30,Art-20,Articulado,CH-19,Chofer 19,1,9.26,174.95,166.55
2023-01-30,Vol-03,Volquete Pequeño,CH-21,Chofer 21,5,29.77,376.47,381.04
2023-01-30,Vol-09,Volquete Mediano,CH-01,Chofer 1,5,45.03,539.31,531.54
2023-01-30,Art-18,Articulado,CH-18,Chofer 18,2,25.09,429.67,422.47
2023-01-30,Vol-01,Volquete Pequeño,CH-02,Chofer 2,4,23.86,356.46,364.79
2023-01-31,Art-16,Articulado,CH-20,Chofer 20,1,10.19,187.72,185.8
2023-01-31,Vol-03,Volquete Pequeño,CH-03,Chofer 3,5,33.66,365.99,371.73
2023-01-31,Vol-15,Volquete Grande,CH-22,Chofer 22,1,7.36,155.72,150.62
2023-01-31,Vol-07,Volquete Mediano,CH-15,Chofer 15,4,32.25,499.02,505.19
2023-01-31,Vol-11,Volquete Grande,CH-15,Chofer 15,3,29.35,475.49,485.18
2023-01-31,Vol-04,Volquete Pequeño,CH-06,Chofer 6,5,32.31,417.6,409.79
2023-01-31,Vol-05,Volquete Pequeño,CH-04,Chofer 4,4,21.39,256.26,247.91
2023-01-31,Vol-12,Volquete Grande,CH-19,Chofer 19,2,18.66,324.14,329.97
2023-01-31,Vol-06,Volquete Mediano,CH-01,Chofer 1,4,32.34,495.92,483.68
2023-01-31,Vol-02,Volquete Pequeño,CH-04,Chofer 4,5,29.66,354.35,360.19
2023-01-31,Vol-01,Volquete Pequeño,CH-10,Chofer 10,7,43.52,545.12,522.92
2023-01-31,Vol-14,Volquete Grande,CH-21,Chofer 21,3,26.23,438.19,447.98
2023-01-31,Vol-13,Volquete Grande,CH-19,Chofer 19,3,29.36,470.39,476.87
2023-01-31,Art-20,Articulado,CH-10,Chofer 10,2,25.57,450.94,430.65
2023-01-31,Vol-08,Volquete Mediano,CH-20,Chofer 20,4,27.97,431.69,419.36
2023-01-31,Art-17,Articulado,CH-05,Chofer 5,1,8.39,207.77,209.74
2023-01-31,Vol-09,Volquete Mediano,CH-16,Chofer 16,2,11.9,276.96,273.72
2023-01-31,Vol-10,Volquete Mediano,CH-04,Chofer 4,4,31.33,502.42,514.63
2023-01-31,Art-18,Articulado,CH-24,Chofer 24,2,19.6,366.64,376.57
2023-01-31,Art-19,Articulado,CH-17,Chofer 17,2,21.68,363.02,358.24
2023-02-01,Art-16,Articulado,CH-18,Chofer 18,3,38.13,550.17,547.09
2023-02-01,Vol-07,Volquete Mediano,CH-25,Chofer 25,4,35.54,474.15,451.78
2023-02-01,Art-20,Articulado,CH-15,Chofer 15,1,10.02,217.04,206.43
2023-02-01,Vol-01,Volquete Pequeño,CH-25,Chofer 25,4,22.39,265.02,256.69
2023-02-01,Vol-03,Volquete Pequeño,CH-21,Chofer 21,4,26.0,348.23,359.6
2023-02-01,Art-19,Articulado,CH-19,Chofer 19,2,19.86,359.99,360.53
2023-02-01,Art-17,Articulado,CH-23,Chofer 23,1,10.3,219.4,210.11
2023-02-01,Vol-04,Volquete Pequeño,CH-24,Chofer 24,3,15.01,283.47,278.56
2023-02-01,Vol-08,Volquete Mediano,CH-10,Chofer 10,5,48.31,545.16,530.54
2023-02-01,Vol-15,Volquete Grande,CH-17,Chofer 17,3,26.46,450.56,436.77
2023-02-01,Vol-06,Volquete Mediano,CH-22,Chofer 22,3,22.42,415.35,408.9
2023-02-01,Vol-12,Volquete Grande,CH-16,Chofer 16,2,15.7,259.24,263.75
2023-02-01,Vol-14,Volquete Grande,CH-13,Chofer 13,4,38.59,572.35,571.74
2023-02-01,Vol-11,Volquete Grande,CH-13,Chofer 13,4,41.16,518.73,497.12
2023-02-01,Vol-10,Volquete Mediano,CH-17,Chofer 17,4,32.07,524.62,544.65
2023-02-01,Vol-13,Volquete Grande,CH-10,Chofer 10,5,55.48,663.57,651.03
2023-02-01,Vol-02,Volquete Pequeño,CH-07,Chofer 7,5,22.75,382.57,372.4
2023-02-01,Art-18,Articulado,CH-15,Chofer 15,2,26.14,386.36,396.17
2023-02-01,Vol-09,Volquete Mediano,CH-01,Chofer 1,6,53.36,776.57,792.27
2023-02-01,Vol-05,Volquete Pequeño,CH-01,Chofer 1,5,32.04,412.07,392.37
2023-02-02,Vol-04,Volquete Pequeño,CH-25,Chofer 25,4,26.32,308.24,320.13
2023-02-02,Vol-11,Volquete Grande,CH-11,Chofer 11,2,15.66,326.81,327.98
2023-02-02,Vol-08,Volquete Mediano,CH-01,Chofer 1,5,47.28,689.8,669.34
2023-02-02,Vol-02,Volquete Pequeño,CH-12,Chofer 12,5,26.7,349.35,361.75
2023-02-02,Vol-06,Volquete Mediano,CH-13,Chofer 13,3,24.96,289.92,287.31
2023-02-02,Vol-09,Volquete Mediano,CH-25,Chofer 25,4,32.26,569.87,545.17
2023-02-02,Vol-14,Volquete Grande,CH-25,Chofer 25,4,39.4,588.11,588.9
2023-02-02,Vol-15,Volquete Grande,CH-22,Chofer 22,1,7.48,141.03,139.23
2023-02-02,Vol-12,Volquete Grande,CH-23,Chofer 23,3,28.35,443.56,453.44
2023-02-02,Art-20,Articulado,CH-11,Chofer 11,2,20.04,454.77,449.01
2023-02-02,Vol-03,Volquete Pequeño,CH-02,Chofer 2,5,28.94,407.75,390.07
2023-02-02,Vol-01,Volquete Pequeño,CH-08,Chofer 8,6,37.73,451.24,459.25
2023-02-02,Vol-10,Volquete Mediano,CH-20,Chofer 20,2,14.18,256.43,259.52
2023-02-02,Vol-05,Volquete Pequeño,CH-07,Chofer 7,3,14.56,207.23,202.22
2023-02-02,Vol-13,Volquete Grande,CH-03,Chofer 3,5,60.15,832.29,861.64
2023-02-02,Art-18,Articulado,CH-21,Chofer 21,1,12.49,217.31,212.33
2023-02-02,Art-19,Articulado,CH-08,Chofer 8,3,35.76,524.49,529.72
2023-02-02,Vol-07,Volquete Mediano,CH-02,Chofer 2,4,32.85,420.08,402.31
2023-02-02,Art-17,Articulado,CH-02,Chofer 2,2,18.71,391.02,389.09
2023-02-03,Vol-12,Volquete Grande,CH-23,Chofer 23,3,27.07,399.1,397.66
2023-02-03,Vol-08,Volquete Mediano,CH-22,Chofer 22,4,27.23,552.8,538.62
2023-02-03,Vol-09,Volquete Mediano,CH-05,Chofer 5,4,26.98,466.37,452.42
2023-02-03,Art-18,Articulado,CH-24,Chofer 24,2,17.23,464.15,487.18
2023-02-03,Vol-11,Volquete Grande,CH-06,Chofer 6,3,31.05,487.23,510.0
2023-02-03,Vol-02,Volquete Pequeño,CH-20,Chofer 20,4,22.45,375.5,386.81
2023-02-03,Art-16,Articulado,CH-10,Chofer 10,2,26.86,368.64,361.94
2023-02-03,Vol-07,Volquete Mediano,CH-03,Chofer 3,4,38.16,453.2,466.06
2023-02-03,Vol-04,Volquete Pequeño,CH-11,Chofer 11,3,15.38,241.12,229.19
2023-02-03,Vol-10,Volquete Mediano,CH-03,Chofer 3,6,61.04,824.96,832.13
2023-02-03,Vol-05,Volquete Pequeño,CH-25,Chofer 25,5,30.12,428.18,412.7
2023-02-03,Vol-01,Volquete Pequeño,CH-25,Chofer 25,4,22.72,332.4,346.63
2023-02-03,Vol-13,Volquete Grande,CH-14,Chofer 14,3,25.46,444.47,441.94
2023-02-03,Vol-14,Volquete Grande,CH-18,Chofer 18,2,19.15,336.53,343.77
2023-02-03,Art-20,Articulado,CH-25,Chofer 25,3,34.57,566.98,587.6
2023-02-03,Art-19,Articulado,CH-24,Chofer 24,1,8.89,173.39,173.39
2023-02-03,Vol-03,Volquete Pequeño,CH-09,Chofer 9,4,19.09,327.0,335.1
2023-02-03,Vol-15,Volquete Grande,CH-07,Chofer 7,2,16.03,261.52,266.89
2023-02-03,Vol-06,Volquete Mediano,CH-22,Chofer 22,2,15.38,197.82,201.49
2023-02-03,Art-17,Articulado,CH-01,Chofer 1,4,50.25,863.88,893.1
2023-02-04,Vol-14,Volquete Grande,CH-17,Chofer 17,4,37.05,638.17,619.74
2023-02-04,Vol-09,Volquete Mediano,CH-13,Chofer 13,4,36.02,515.22,508.81
2023-02-04,Art-16,Articulado,CH-23,Chofer 23,3,36.98,487.21,506.57
2023-02-04,Vol-08,Volquete Mediano,CH-15,Chofer 15,3,25.64,377.13,393.76
